M,Issuance province,port,Brand,Model,Year of manufacture,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,General total,Country,Shape,Fuel_Type
238.0,Cairo,New Cairo Traffic Unit,Avatr,7,,,,2.0,,2.0,China,SUV,Electric
239.0,Cairo,New Cairo Traffic Unit,JAC,Js2 smart,,,,,3.0,3.0,China,SUV,Electric
240.0,Cairo,New Cairo Traffic Unit,JAC,j7,,,,1.0,,1.0,China,Sedan,Electric
241.0,Cairo,New Cairo Traffic Unit,Ssangyong,TORRES,,2.0,1.0,,,3.0,South Korea,SUV,Electric
242.0,Cairo,New Cairo Traffic Unit,Ssangyong,ACTYON,,,,1.0,,1.0,South Korea,SUV,Petrol
243.0,Cairo,New Cairo Traffic Unit,MINI,Cooper,,,,,4.0,4.0,Germany,Hatchback,Petrol
244.0,Cairo,New Cairo Traffic Unit,MG,MG5,,,,,2.0,2.0,China,Sedan,Petrol
245.0,Cairo,New Cairo Traffic Unit,MG,GT,,,,,2.0,2.0,China,Sedan,Petrol
246.0,Cairo,New Cairo Traffic Unit,Cadillac,Escalida,,,,,3.0,3.0,USA,SUV,Electric
247.0,Cairo,New Cairo Traffic Unit,Cadillac,Escalate,,,,,1.0,1.0,USA,SUV,Electric
248.0,Cairo,New Cairo Traffic Unit,JAC,js2,,,,,4.0,4.0,China,SUV,Electric
249.0,Cairo,New Cairo Traffic Unit,Harley-Davidson,ROAD GLIDE,,,2.0,,,2.0,USA,Motorcycle,Petrol
250.0,Cairo,New Cairo Traffic Unit,Harley-Davidson,Davidson,,,1.0,,,1.0,USA,Motorcycle,Petrol
251.0,Cairo,New Cairo Traffic Unit,Volvo,xc90,,,,,2.0,2.0,Sweden,SUV,Diesel
252.0,Cairo,New Cairo Traffic Unit,Volvo,XC60,,,,,1.0,1.0,Sweden,SUV,Diesel
253.0,Cairo,New Cairo Traffic Unit,Zontes,200,,,,,1.0,1.0,China,Motorcycle,Petrol
254.0,Cairo,New Cairo Traffic Unit,Zontes,368,,,,,1.0,1.0,China,Motorcycle,Petrol
255.0,Cairo,New Cairo Traffic Unit,Zontes,350,,1.0,,,,1.0,China,Motorcycle,Petrol
256.0,Cairo,New Cairo Traffic Unit,Li Auto,L9,,,,3.0,,3.0,China,SUV,Electric
257.0,Cairo,New Cairo Traffic Unit,Xiaomi,SU7,,,,1.0,,1.0,China,Sedan,Electric
258.0,Cairo,New Cairo Traffic Unit,Xiaomi,YU7,,,,1.0,,1.0,China,SUV,Electric
259.0,Cairo,New Cairo Traffic Unit,Xiaomi,SU7 MAX,,,,1.0,,1.0,China,Sedan,Electric
260.0,Cairo,New Cairo Traffic Unit,Land Rover,evoque,,,,,2.0,2.0,UK,SUV,Diesel
261.0,Cairo,New Cairo Traffic Unit,Land Rover,sv,,,,1.0,,1.0,UK,SUV,Diesel
262.0,Cairo,New Cairo Traffic Unit,GMC,Hummer EV,,,,1.0,,1.0,USA,SUV,Electric
263.0,Cairo,New Cairo Traffic Unit,GMC,YUKON,,,1.0,,,1.0,USA,SUV,Petrol
264.0,Cairo,New Cairo Traffic Unit,Kaiyi,x7,,,,,1.0,1.0,China,SUV,Petrol
265.0,Cairo,New Cairo Traffic Unit,Kaiyi,X3 PRO,,,,,1.0,1.0,China,SUV,Petrol
266.0,Cairo,New Cairo Traffic Unit,Jeep,Grand Cherokee,,,1.0,1.0,,2.0,USA,SUV,Petrol
267.0,Cairo,New Cairo Traffic Unit,CMG,CMG,,,1.0,1.0,,2.0,China,Motorcycle,Electric
268.0,Cairo,New Cairo Traffic Unit,Exeed,RX,,,,1.0,1.0,2.0,China,SUV,Petrol
269.0,Cairo,New Cairo Traffic Unit,TVS,STAR HLX 150,,,,,2.0,2.0,India,Motorcycle,Petrol
270.0,Cairo,New Cairo Traffic Unit,Yamaha,raptor,1.0,,1.0,,,2.0,Japan,Motorcycle,Petrol
271.0,Cairo,New Cairo Traffic Unit,KYC,V3,,,,,2.0,2.0,China,Pickup,Petrol
272.0,Cairo,New Cairo Traffic Unit,Can-Am,SPYDER F3,1.0,,,,,1.0,Canada,Motorcycle,Petrol
273.0,Cairo,New Cairo Traffic Unit,Can-Am,SPYDER,,,1.0,,,1.0,Canada,Motorcycle,Petrol
274.0,Cairo,New Cairo Traffic Unit,Bentley,FLYING SPUR,1.0,,1.0,,,2.0,UK,Sedan,Petrol
275.0,Cairo,New Cairo Traffic Unit,Arcfox,Kaola,,,,,1.0,1.0,China,Minivan,Electric
276.0,Cairo,New Cairo Traffic Unit,Haval,H6,,,,,1.0,1.0,China,SUV,Petrol
277.0,Cairo,New Cairo Traffic Unit,Morgan,PLUS FOUR,,1.0,,,,1.0,UK,Coupe,Petrol
278.0,Cairo,New Cairo Traffic Unit,Benelli,BENELLI,,,,1.0,,1.0,China,Motorcycle,Electric
279.0,Cairo,New Cairo Traffic Unit,Lynk & Co,6,,,,,1.0,1.0,China,Sedan,Petrol
280.0,Cairo,New Cairo Traffic Unit,Forthing,T5 evo,,,,,1.0,1.0,China,SUV,Electric
281.0,Cairo,New Cairo Traffic Unit,Aito,M8,,,,1.0,,1.0,China,SUV,Electric
282.0,Cairo,New Cairo Traffic Unit,Hongqi,hs3,,,,,1.0,1.0,China,SUV,Petrol
283.0,Cairo,New Cairo Traffic Unit,Alfa Romeo,STELVIO,,,,,1.0,1.0,Italy,SUV,Petrol
284.0,Cairo,New Cairo Traffic Unit,Shineray,x30,,,,,1.0,1.0,China,Van,Petrol
285.0,Cairo,New Cairo Traffic Unit,Senke,,,,,,1.0,1.0,China,,Petrol
286.0,Cairo,New Cairo Traffic Unit,Higer,,,,,,1.0,1.0,China,,Electric
287.0,Cairo,New Cairo Traffic Unit,Lynk & Co,900,,,,1.0,,1.0,China,SUV,Electric
288.0,Cairo,New Cairo Traffic Unit,Polaris,RZR,,1.0,,,,1.0,USA,Motorcycle,Petrol
289.0,Cairo,New Cairo Traffic Unit,Bajaj,Boxer 150,,,,,1.0,1.0,India,Motorcycle,Electric
290.0,Cairo,New Cairo Traffic Unit,Maserati,grecale,,,1.0,,,1.0,Italy,SUV,Petrol
291.0,Cairo,New Cairo Traffic Unit,Spartak,SPARTAK,,,,1.0,,1.0,China,Motorcycle,Petrol
292.0,Cairo,New Cairo Traffic Unit,Jieda,,,,,,1.0,1.0,China,,Petrol
293.0,Cairo,New Cairo Traffic Unit,Lotus,EMEYA,,,,1.0,,1.0,UK,Sedan,Electric
294.0,Cairo,New Cairo Traffic Unit,GMG,,,,,1.0,,1.0,China,,Petrol
295.0,Cairo,New Cairo Traffic Unit,Vanderhall,Carmel,,,1.0,,,1.0,USA,Motorcycle,Petrol
296.0,Cairo,Security authority 1,MG,5,97.0,,204.0,,,301.0,China,Sedan,Electric
297.0,Cairo,Security authority 1,MG,ZS,,,,,129.0,129.0,China,SUV,Petrol
298.0,Cairo,Security authority 1,MG,RX5,,,1.0,,,1.0,China,SUV,Petrol
299.0,Cairo,Security authority 1,Toyota,Corolla Salon,238.0,,40.0,,31.0,309.0,Japan,Sedan,Petrol
300.0,Cairo,Security authority 1,Toyota,Microbus,26.0,,,,,26.0,Japan,Van,Petrol
301.0,Cairo,Security authority 1,Toyota,Minibus,21.0,,,,,21.0,Japan,Van,Petrol
302.0,Cairo,Security authority 1,Toyota,Van,15.0,,,,,15.0,Japan,Van,Petrol
303.0,Cairo,Security authority 1,Toyota,Land Cruiser,5.0,,,5.0,,10.0,Japan,SUV,Diesel
304.0,Cairo,Security authority 1,Toyota,Semi transport 2 cabins,8.0,,,,,8.0,Japan,Pickup,Petrol
305.0,Cairo,Security authority 1,Toyota,Fortuner,2.0,2.0,1.0,1.0,,6.0,Japan,SUV,Diesel
306.0,Cairo,Security authority 1,Toyota,Semi-transport 1 cabin,3.0,,,,,3.0,Japan,Pickup,Petrol
307.0,Cairo,Security authority 1,Toyota,Semi-transport 2 cabin 4×4,1.0,,,,,1.0,Japan,Pickup,Petrol
308.0,Cairo,Security authority 1,Toyota,Graniva,1.0,,,,,1.0,Japan,Minivan,Petrol
309.0,Cairo,Security authority 1,Toyota,Land Cruiser Prado,,,,1.0,,1.0,Japan,SUV,Petrol
310.0,Cairo,Security authority 1,Renault,Megan,129.0,111.0,,,,240.0,France,Sedan,Petrol
311.0,Cairo,Security authority 1,Fiat,Tipo,,70.0,79.0,,,149.0,Italy,Sedan,Petrol
312.0,Cairo,Security authority 1,Volkswagen,Passat,110.0,,,,,110.0,Germany,Sedan,Petrol
313.0,Cairo,Security authority 1,Lynk & Co,6,,,,,81.0,81.0,China,Sedan,Petrol
314.0,Cairo,Security authority 1,SEAT,Traco,48.0,,,,,48.0,Spain,SUV,Petrol
315.0,Cairo,Security authority 1,SEAT,Attica,4.0,,,,,4.0,Spain,SUV,Petrol
316.0,Cairo,Security authority 1,Audi,A5,,,,,38.0,38.0,Germany,Coupe,Petrol
317.0,Cairo,Security authority 1,Audi,A4,16.0,,15.0,,,31.0,Germany,Sedan,Petrol
318.0,Cairo,Security authority 1,Audi,Q8,2.0,1.0,,,,3.0,Germany,SUV,Petrol
319.0,Cairo,Security authority 1,Audi,Q5,,,2.0,,,2.0,Germany,SUV,Petrol
320.0,Cairo,Security authority 1,Audi,A6,1.0,,,,,1.0,Germany,Sedan,Petrol
321.0,Cairo,Security authority 1,Audi,Q3,1.0,,,,,1.0,Germany,SUV,Petrol
322.0,Cairo,Security authority 1,Citroën,C5,,12.0,22.0,,,34.0,France,Sedan,Electric
323.0,Cairo,Security authority 1,Citroën,C4,,2.0,,,,2.0,France,Hatchback,Petrol
324.0,Cairo,Security authority 1,Mercedes-Benz,E200,8.0,,,,,8.0,Germany,Sedan,Petrol
325.0,Cairo,Security authority 1,Mercedes-Benz,450 S,8.0,,,,,8.0,Germany,Sedan,Petrol
326.0,Cairo,Security authority 1,Mercedes-Benz,680S armored,6.0,,,,,6.0,Germany,Sedan,Petrol
327.0,Cairo,Security authority 1,Mercedes-Benz,bus,5.0,,,,,5.0,Germany,Bus,Petrol
328.0,Cairo,Security authority 1,Mercedes-Benz,Van Sprinter Monitor,,3.0,,,,3.0,Germany,Van,Petrol
329.0,Cairo,Security authority 1,Mercedes-Benz,Electricity tower,2.0,,,,,2.0,Germany,Truck,Petrol
330.0,Cairo,Security authority 1,Mercedes-Benz,S 650 Maybach armored vehicle,,1.0,,,,1.0,Germany,Sedan,Petrol
331.0,Cairo,Security authority 1,Mercedes-Benz,Lori box,1.0,,,,,1.0,Germany,Truck,Petrol
332.0,Cairo,Security authority 1,Mercedes-Benz,S 580,,,,1.0,,1.0,Germany,Sedan,Petrol
333.0,Cairo,Security authority 1,Mercedes-Benz,S 500,,,,1.0,,1.0,Germany,Sedan,Petrol
334.0,Cairo,Security authority 1,Honda,ZR,,,15.0,,,15.0,Japan,SUV,Petrol
335.0,Cairo,Security authority 1,Honda,Accord,12.0,,,,,12.0,Japan,Sedan,Petrol
336.0,Cairo,Security authority 1,BMW,X 5,10.0,,,,,10.0,Germany,SUV,Petrol
337.0,Cairo,Security authority 1,BMW,X 1,10.0,,,,,10.0,Germany,SUV,Petrol
338.0,Cairo,Security authority 1,BMW,5,,2.0,,,,2.0,Germany,Sedan,Petrol
339.0,Cairo,Security authority 1,BMW,X 6,,,1.0,,,1.0,Germany,SUV,Petrol
340.0,Cairo,Security authority 1,Nissan,Sentra,22.0,,1.0,,,23.0,Japan,Sedan,Petrol
341.0,Cairo,Security authority 1,Motorcycle,Harley electroglide,20.0,,,,,20.0,Generic,Motorcycle,Petrol
342.0,Cairo,Security authority 1,Chevrolet,LT Closed box,3.0,3.0,,,,6.0,USA,Truck,Petrol
343.0,Cairo,Security authority 1,Chevrolet,Long chassis,,4.0,,,,4.0,USA,Truck,Petrol
344.0,Cairo,Security authority 1,Chevrolet,Semi-transportation with refrigeration unit,2.0,,,,,2.0,USA,Truck,Petrol
345.0,Cairo,Security authority 1,Chevrolet,tipper,2.0,,,,,2.0,USA,Truck,Petrol
346.0,Cairo,Security authority 1,Chevrolet,Silverado,1.0,,,,,1.0,USA,Pickup,Petrol
347.0,Cairo,Security authority 1,Chevrolet,LT is equipped with a cooling unit,1.0,,,,,1.0,USA,Truck,Petrol
348.0,Cairo,Security authority 1,DS,7,,,11.0,,,11.0,France,SUV,Petrol
349.0,Cairo,Security authority 1,Beach Buggy,SEGWAY,6.0,,,,,6.0,Generic,Motorcycle,Petrol
350.0,Cairo,Security authority 1,GMC,YUKON is armored,4.0,,,,,4.0,USA,SUV,Petrol
351.0,Cairo,Security authority 1,Yutong,Internal bus 10 seats,3.0,,,,,3.0,China,Bus,Diesel
353.0,Cairo,Security authority 1,Jeep,Grand Cherokee,1.0,,,,,1.0,USA,SUV,Petrol
354.0,Cairo,Security authority 1,Peugeot,508,1.0,,,,,1.0,France,Sedan,Petrol
355.0,Cairo,Security authority 1,Clark,Lifting winch,1.0,,,,,1.0,USA,Truck,Petrol
356.0,Cairo,Security authority 1,Lexus,LX 600,,,,1.0,,1.0,Japan,SUV,Petrol
357.0,Cairo,Nasr City Traffic Unit,Haojiang,,1.0,1.0,,35.0,121.0,158.0,China,,Electric
358.0,Cairo,Nasr City Traffic Unit,Nissan,Sunny,,,,,88.0,88.0,Japan,Sedan,Petrol
359.0,Cairo,Nasr City Traffic Unit,Nissan,Centra,,,,,16.0,16.0,Japan,Sedan,Petrol
360.0,Cairo,Nasr City Traffic Unit,Nissan,Qashqai,,,,,6.0,6.0,Japan,SUV,Petrol
361.0,Cairo,Nasr City Traffic Unit,Nissan,juke. juke,,,,,3.0,3.0,Japan,SUV,Electric
362.0,Cairo,Nasr City Traffic Unit,Nissan,X-trail,,,,1.0,,1.0,Japan,SUV,Petrol
363.0,Cairo,Nasr City Traffic Unit,Nissan,X-Trail,,,,1.0,,1.0,Japan,SUV,Petrol
364.0,Cairo,Nasr City Traffic Unit,MG,ZS,1.0,,,,43.0,44.0,China,SUV,Petrol
365.0,Cairo,Nasr City Traffic Unit,MG,GT,,,1.0,,25.0,26.0,China,Sedan,Petrol
366.0,Cairo,Nasr City Traffic Unit,MG,one,,,1.0,,14.0,15.0,China,SUV,Petrol
367.0,Cairo,Nasr City Traffic Unit,MG,5,,,,1.0,13.0,14.0,China,Sedan,Electric
368.0,Cairo,Nasr City Traffic Unit,MG,HS,,,,,5.0,5.0,China,SUV,Petrol
369.0,Cairo,Nasr City Traffic Unit,MG,7,,,,1.0,3.0,4.0,China,Sedan,Petrol
370.0,Cairo,Nasr City Traffic Unit,MG,RX5,,,,,1.0,1.0,China,SUV,Petrol
371.0,Cairo,Nasr City Traffic Unit,Hyundai,Elantra,,,,1.0,35.0,36.0,South Korea,Sedan,Petrol
372.0,Cairo,Nasr City Traffic Unit,Hyundai,Accent,,,,,21.0,21.0,South Korea,Sedan,Petrol
373.0,Cairo,Nasr City Traffic Unit,Hyundai,Tucson NX4,,,,1.0,12.0,13.0,South Korea,SUV,Petrol
374.0,Cairo,Nasr City Traffic Unit,Hyundai,Elantra AD,,,,,5.0,5.0,South Korea,Sedan,Petrol
375.0,Cairo,Nasr City Traffic Unit,Hyundai,I 30,,,,,4.0,4.0,South Korea,Hatchback,Petrol
376.0,Cairo,Nasr City Traffic Unit,Hyundai,Tucson,,,,3.0,,3.0,South Korea,SUV,Petrol
377.0,Cairo,Nasr City Traffic Unit,Hyundai,Accent RB,,,,,2.0,2.0,South Korea,Sedan,Electric
378.0,Cairo,Nasr City Traffic Unit,Chery,Arrizo 5,,,,,18.0,18.0,China,Sedan,Petrol
379.0,Cairo,Nasr City Traffic Unit,Chery,Tejo7,,,,,12.0,12.0,China,SUV,Petrol
380.0,Cairo,Nasr City Traffic Unit,Chery,Tiggo 4 Pro,,,,1.0,11.0,12.0,China,SUV,Petrol
381.0,Cairo,Nasr City Traffic Unit,Chery,Tiggo 7 pro max,,,,,9.0,9.0,China,SUV,Petrol
382.0,Cairo,Nasr City Traffic Unit,Chery,Tiggo 8 Pro Max,,,,,8.0,8.0,China,SUV,Petrol
383.0,Cairo,Nasr City Traffic Unit,Chery,Tego 8,,,,,6.0,6.0,China,SUV,Petrol
384.0,Cairo,Nasr City Traffic Unit,Chery,Tiggo 8 Pro,1.0,,,,,1.0,China,SUV,Petrol
385.0,Cairo,Nasr City Traffic Unit,Gator,DASHING,,,,,17.0,17.0,USA,SUV,Petrol
386.0,Cairo,Nasr City Traffic Unit,Gator,X70 FL,,,,,15.0,15.0,USA,SUV,Petrol
387.0,Cairo,Nasr City Traffic Unit,Gator,T-2,,,,,13.0,13.0,USA,SUV,Petrol
388.0,Cairo,Nasr City Traffic Unit,Gator,T1,,,,,10.0,10.0,USA,SUV,Petrol
389.0,Cairo,Nasr City Traffic Unit,Gator,X90 PLUS,,,,,6.0,6.0,USA,SUV,Petrol
390.0,Cairo,Nasr City Traffic Unit,Gator,Dashing,,,,,2.0,2.0,USA,SUV,Petrol
391.0,Cairo,Nasr City Traffic Unit,Gator,T2,,,,,1.0,1.0,USA,SUV,Petrol
392.0,Cairo,Nasr City Traffic Unit,Renault,Taliant,,,,,24.0,24.0,France,Sedan,Petrol
393.0,Cairo,Nasr City Traffic Unit,Renault,kardian,,,,,8.0,8.0,France,SUV,Petrol
394.0,Cairo,Nasr City Traffic Unit,Renault,Duster,,,,,7.0,7.0,France,SUV,Petrol
395.0,Cairo,Nasr City Traffic Unit,Renault,AUSTRAL,,,,,5.0,5.0,France,SUV,Petrol
396.0,Cairo,Nasr City Traffic Unit,Renault,Megan,,,,,4.0,4.0,France,Sedan,Petrol
397.0,Cairo,Nasr City Traffic Unit,SouEast,S05,,,,,28.0,28.0,China,SUV,Petrol
398.0,Cairo,Nasr City Traffic Unit,SouEast,S07,,,,,12.0,12.0,China,SUV,Petrol
399.0,Cairo,Nasr City Traffic Unit,SouEast,S06,,,,,5.0,5.0,China,SUV,Petrol
400.0,Cairo,Nasr City Traffic Unit,SouEast,S09,,,,,2.0,2.0,China,SUV,Petrol
401.0,Cairo,Nasr City Traffic Unit,Škoda,Octavia,,,,,22.0,22.0,Czech Republic,Sedan,Electric
402.0,Cairo,Nasr City Traffic Unit,Škoda,Kodiak,,,1.0,3.0,13.0,17.0,Czech Republic,SUV,Petrol
403.0,Cairo,Nasr City Traffic Unit,Škoda,Superb,,,,3.0,,3.0,Czech Republic,Sedan,Petrol
404.0,Cairo,Nasr City Traffic Unit,Škoda,Karok,,,,,1.0,1.0,Czech Republic,SUV,Petrol
405.0,Cairo,Nasr City Traffic Unit,VIGOREY,200,1.0,,,2.0,17.0,20.0,China,Motorcycle,Petrol
406.0,Cairo,Nasr City Traffic Unit,VIGOREY,150,,,,4.0,10.0,14.0,China,Motorcycle,Petrol
407.0,Cairo,Nasr City Traffic Unit,VIGOREY,250,,,,4.0,3.0,7.0,China,Motorcycle,Petrol
408.0,Cairo,Nasr City Traffic Unit,VIGOREY,300,,,,,1.0,1.0,China,Motorcycle,Petrol
409.0,Cairo,Nasr City Traffic Unit,Dayun,150,,,,12.0,17.0,29.0,China,Motorcycle,Electric
410.0,Cairo,Nasr City Traffic Unit,Dayun,200,,,,2.0,2.0,4.0,China,Motorcycle,Petrol
411.0,Cairo,Nasr City Traffic Unit,Dayun,DY150,,,,,2.0,2.0,China,Motorcycle,Electric
412.0,Cairo,Nasr City Traffic Unit,Dayun,DY300,,,,,2.0,2.0,China,Motorcycle,Petrol
413.0,Cairo,Nasr City Traffic Unit,Dayun,250,,,,1.0,,1.0,China,Motorcycle,Petrol
414.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,E200,,1.0,,2.0,3.0,6.0,Germany,Sedan,Petrol
415.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,glc300,,,,,4.0,4.0,Germany,SUV,Petrol
416.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,C-180,,1.0,1.0,1.0,1.0,4.0,Germany,Sedan,Electric
417.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,C200,,2.0,,,2.0,4.0,Germany,Sedan,Petrol
418.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,GLC200,,,,,3.0,3.0,Germany,SUV,Petrol
419.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,GLE450,,,1.0,2.0,,3.0,Germany,SUV,Petrol
420.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,A200,,,,,2.0,2.0,Germany,Sedan,Petrol
421.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,GLC43,,,,,2.0,2.0,Germany,SUV,Petrol
422.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,GLA200,,,,,2.0,2.0,Germany,SUV,Petrol
423.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,CLA200,,,,,1.0,1.0,Germany,Sedan,Petrol
424.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,CLE300,,,,1.0,,1.0,Germany,Coupe,Petrol
425.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,gl 450,,,,1.0,,1.0,Germany,SUV,Petrol
426.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,CLE 200,,,,,1.0,1.0,Germany,Coupe,Petrol
427.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,gls580,,,,1.0,,1.0,Germany,SUV,Electric
428.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,C260L,,,1.0,,,1.0,Germany,Sedan,Petrol
429.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,E300,,,,1.0,,1.0,Germany,Sedan,Petrol
430.0,Cairo,Nasr City Traffic Unit,Mercedes-Benz,G63,,,,1.0,,1.0,Germany,SUV,Petrol
431.0,Cairo,Nasr City Traffic Unit,Chevrolet,Optra,,,,,26.0,26.0,USA,Sedan,Petrol
432.0,Cairo,Nasr City Traffic Unit,Chevrolet,Optra LT,,,,,6.0,6.0,USA,Sedan,Petrol
433.0,Cairo,Nasr City Traffic Unit,Chevrolet,Captiva,,,,,2.0,2.0,USA,SUV,Petrol
434.0,Cairo,Nasr City Traffic Unit,Chevrolet,N300,,,1.0,,,1.0,USA,Van,Petrol
435.0,Cairo,Nasr City Traffic Unit,Kia,Sportage,,2.0,,6.0,17.0,25.0,South Korea,SUV,Petrol
436.0,Cairo,Nasr City Traffic Unit,Kia,Seltos,,,,,3.0,3.0,South Korea,SUV,Petrol
437.0,Cairo,Nasr City Traffic Unit,Kia,Sorrento,,1.0,,2.0,,3.0,South Korea,SUV,Petrol
438.0,Cairo,Nasr City Traffic Unit,Kia,K4,,,,,1.0,1.0,South Korea,Sedan,Petrol
439.0,Cairo,Nasr City Traffic Unit,Kia,Forte,,1.0,,,,1.0,South Korea,Sedan,Electric
440.0,Cairo,Nasr City Traffic Unit,Kia,Carnival,,,,1.0,,1.0,South Korea,Minivan,Diesel
441.0,Cairo,Nasr City Traffic Unit,Kia,Cerato,,1.0,,,,1.0,South Korea,Sedan,Petrol
442.0,Cairo,Nasr City Traffic Unit,Toyota,Corolla,,,,2.0,23.0,25.0,Japan,Sedan,Petrol
443.0,Cairo,Nasr City Traffic Unit,Toyota,Fortuner,,,,,4.0,4.0,Japan,SUV,Diesel
444.0,Cairo,Nasr City Traffic Unit,Toyota,Land Cruiser Prado TXL,,1.0,,,,1.0,Japan,SUV,Petrol
445.0,Cairo,Nasr City Traffic Unit,Toyota,Land Cruiser VXR,,,,1.0,,1.0,Japan,SUV,Petrol
446.0,Cairo,Nasr City Traffic Unit,Toyota,Kryzar,,,1.0,,,1.0,Japan,SUV,Petrol
447.0,Cairo,Nasr City Traffic Unit,Toyota,Land Cruiser,,,,,1.0,1.0,Japan,SUV,Diesel
448.0,Cairo,Nasr City Traffic Unit,Volkswagen,Tiguan,,,1.0,2.0,12.0,15.0,Germany,SUV,Petrol
449.0,Cairo,Nasr City Traffic Unit,Volkswagen,TAYRON,,,,,9.0,9.0,Germany,SUV,Diesel
450.0,Cairo,Nasr City Traffic Unit,Volkswagen,troc,,,,,4.0,4.0,Germany,SUV,Diesel
451.0,Cairo,Nasr City Traffic Unit,Volkswagen,TIGUAN,,,,,1.0,1.0,Germany,SUV,Petrol
452.0,Cairo,Nasr City Traffic Unit,Volkswagen,ID.4,,,1.0,,,1.0,Germany,SUV,Electric
453.0,Cairo,Nasr City Traffic Unit,Keeway,,,,1.0,16.0,12.0,29.0,China,,Petrol
454.0,Cairo,Nasr City Traffic Unit,DFSK,E5 PLUS,,,,,27.0,27.0,China,SUV,Electric
455.0,Cairo,Nasr City Traffic Unit,DFSK,E5,,,,,2.0,2.0,China,SUV,Electric
456.0,Cairo,Nasr City Traffic Unit,Cobra,TERRAMAR,,,,12.0,6.0,18.0,China,SUV,Petrol
457.0,Cairo,Nasr City Traffic Unit,Cobra,Leon,,,,,6.0,6.0,China,Hatchback,Petrol
458.0,Cairo,Nasr City Traffic Unit,Peugeot,3008,,,,1.0,13.0,14.0,France,SUV,Petrol
459.0,Cairo,Nasr City Traffic Unit,Peugeot,408,,,,,4.0,4.0,France,Sedan,Petrol
460.0,Cairo,Nasr City Traffic Unit,Peugeot,2008,,,,,3.0,3.0,France,SUV,Petrol
461.0,Cairo,Nasr City Traffic Unit,Peugeot,5008,,,,,1.0,1.0,France,SUV,Diesel
462.0,Cairo,Nasr City Traffic Unit,SEAT,Leon,,,,,8.0,8.0,Spain,Hatchback,Petrol
463.0,Cairo,Nasr City Traffic Unit,SEAT,Ibiza,,,,,8.0,8.0,Spain,Hatchback,Petrol
464.0,Cairo,Nasr City Traffic Unit,SEAT,ateca,,,,1.0,3.0,4.0,Spain,SUV,Petrol
465.0,Cairo,Nasr City Traffic Unit,SEAT,Aruna,,,,,1.0,1.0,Spain,SUV,Petrol
466.0,Cairo,Nasr City Traffic Unit,Citroën,C4X,,,,,11.0,11.0,France,Sedan,Petrol
467.0,Cairo,Nasr City Traffic Unit,Citroën,C5,,,,,5.0,5.0,France,Sedan,Electric
468.0,Cairo,Nasr City Traffic Unit,Citroën,C4,,,,,2.0,2.0,France,Hatchback,Petrol
469.0,Cairo,Nasr City Traffic Unit,BMW,320I,,,,,5.0,5.0,Germany,Sedan,Petrol
470.0,Cairo,Nasr City Traffic Unit,BMW,X1,,,,1.0,1.0,2.0,Germany,SUV,Petrol
471.0,Cairo,Nasr City Traffic Unit,BMW,X 2,,,,,2.0,2.0,Germany,SUV,Petrol
472.0,Cairo,Nasr City Traffic Unit,BMW,I 320,,,,,2.0,2.0,Germany,Sedan,Petrol
473.0,Cairo,Nasr City Traffic Unit,BMW,i3,,,1.0,1.0,,2.0,Germany,Sedan,Electric
474.0,Cairo,Nasr City Traffic Unit,BMW,X5,,,,1.0,,1.0,Germany,SUV,Petrol
475.0,Cairo,Nasr City Traffic Unit,BMW,i5,,,,1.0,,1.0,Germany,Sedan,Electric
476.0,Cairo,Nasr City Traffic Unit,BMW,R1300GSA,,,,1.0,,1.0,Germany,Motorcycle,Petrol
477.0,Cairo,Nasr City Traffic Unit,BMW,520I,,,,,1.0,1.0,Germany,Sedan,Petrol
478.0,Cairo,Nasr City Traffic Unit,BMW,218,,,,,1.0,1.0,Germany,Sedan,Petrol
479.0,Cairo,Nasr City Traffic Unit,Fiat,x500,,,,,16.0,16.0,Italy,SUV,Petrol
480.0,Cairo,Nasr City Traffic Unit,Fiat,Tipo,,,1.0,,,1.0,Italy,Sedan,Petrol
481.0,Cairo,Nasr City Traffic Unit,Fiat,500,,1.0,,,,1.0,Italy,Hatchback,Petrol
482.0,Cairo,Nasr City Traffic Unit,Mitsubishi,ECLIPSE,,,,2.0,2.0,4.0,Japan,Coupe,Petrol
483.0,Cairo,Nasr City Traffic Unit,Mitsubishi,Eclipse Cross,,,1.0,2.0,1.0,4.0,Japan,SUV,Petrol
